tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
80400,648,1028,35,64,82,1209,447,32,35,64,14,145,116,7,5,20,4,36,28,55390000,4325000,2415000,9930000,880000,17550000,13430000,7,23,148,1725000,7395000,77460000,7,1725000,592,1857,152,72940000,0.348949919,0.553581045,0.018847604,0.03446419,0.044157243,0.651050081,0.755067568,0.054054054,0.059121622,0.108108108,0.023648649,0.244932432,0.763157895,0.046052632,0.032894737,0.131578947,0.026315789,0.236842105,0.184210526,Mixed Com,20.53,LMI,not_low,0.039325843,0.129213483,0.831460674,Near North Side,217,11200,90,1466,2199,108,430,76,2,74,0,39950000,1280000,32810000,0,0.394736842,51,15,10,26335000,9655000,3960000,63,56,8
81000,3023,668,297,722,23,1710,618,0,0,64,0,64,85,2,2,14,2,20,20,36635000,600000,410000,4170000,0,5180000,10090000,8,26,90,1610000,6520000,43010000,7,1445000,682,4733,105,41815000,0.638706951,0.1411367,0.062750898,0.152545954,0.004859497,0.361293049,0.906158358,0,0,0.093841642,0,0.093841642,0.80952381,0.019047619,0.019047619,0.133333333,0.019047619,0.19047619,0.19047619,Mixed Com,86.37,MI,not_low,0.064516129,0.209677419,0.725806452,Near North Side,446,17539,213,3874,6114,226,183,43,6,53,3,19985000,2840000,18395000,1045000,0.304761905,23,9,11,12075000,3935000,3975000,0,0,3
81100,1997,308,228,190,82,808,609,19,40,0,0,59,69,0,4,9,2,15,16,40515000,0,7770000,6315000,0,14085000,14120000,9,17,73,1835000,3935000,63495000,7,1465000,668,2805,84,54600000,0.711942959,0.109803922,0.081283422,0.067736185,0.029233512,0.288057041,0.911676647,0.028443114,0.05988024,0,0,0.088323353,0.821428571,0,0.047619048,0.107142857,0.023809524,0.178571429,0.19047619,Perdom. White,176.14,UI,not_low,0.090909091,0.171717172,0.737373737,Near North Side,225,9294,112,2322,3441,168,89,42,2,39,1,38210000,500000,16305000,325000,0.357142857,22,10,10,19830000,15700000,2680000,1,1,4
81201,2426,94,181,265,21,561,1034,72,73,121,0,266,69,4,10,12,0,26,11,43215000,2830000,3060000,4900000,0,10790000,9215000,9,18,74,1435000,4130000,55410000,8,1290000,1300,2987,95,54005000,0.81218614,0.031469702,0.060595916,0.088717777,0.007030465,0.18781386,0.795384615,0.055384615,0.056153846,0.093076923,0,0.204615385,0.726315789,0.042105263,0.105263158,0.126315789,0,0.273684211,0.115789474,Perdom. White,233.15,UI,not_low,0.089108911,0.178217822,0.732673267,Near North Side,719,41092,286,7410,4325,631,179,43,4,47,1,38985000,1130000,13325000,565000,0.368421053,23,15,5,22335000,13515000,3135000,5,4,7
81202,1523,35,24,80,34,173,1230,35,7,51,0,93,100,8,4,13,0,25,34,49400000,1800000,1010000,4515000,0,7325000,24600000,21,19,110,3775000,3535000,68320000,20,3310000,1323,1696,125,56725000,0.897995283,0.020636792,0.014150943,0.047169811,0.02004717,0.102004717,0.929705215,0.026455026,0.005291005,0.038548753,0,0.070294785,0.8,0.064,0.032,0.104,0,0.2,0.272,Perdom. White,168.27,UI,not_low,0.14,0.126666667,0.733333333,Near North Side,219,12710,97,3013,2269,80,165,57,3,64,1,33135000,1145000,21980000,465000,0.32,38,12,7,20770000,9300000,3065000,13,9,5
81300,2673,150,88,498,60,796,1886,32,88,217,47,384,126,11,15,18,1,45,40,51500000,4225000,3585000,5090000,0,12900000,16860000,29,29,146,6135000,6695000,64070000,23,3955000,2270,3469,171,64400000,0.77053906,0.043240127,0.025367541,0.143557221,0.017296051,0.22946094,0.830837004,0.014096916,0.03876652,0.095594714,0.020704846,0.169162996,0.736842105,0.064327485,0.087719298,0.105263158,0.005847953,0.263157895,0.233918129,Perdom. White,271.4,UI,not_low,0.142156863,0.142156863,0.715686275,Near North Side,481,33228,187,13249,5027,540,125,73,5,90,3,32525000,2035000,28260000,2065000,0.30994152,47,11,15,23895000,4525000,4105000,14,13,11
81401,1249,32,35,106,12,185,689,11,14,49,0,74,31,5,5,14,0,24,13,11225000,1455000,1705000,4140000,0,7300000,4165000,15,18,35,2365000,3900000,16425000,13,2145000,763,1434,55,18525000,0.870990237,0.022315202,0.024407252,0.073919107,0.008368201,0.129009763,0.903014417,0.014416776,0.018348624,0.064220183,0,0.096985583,0.563636364,0.090909091,0.090909091,0.254545455,0,0.436363636,0.236363636,Perdom. White,0,NA,not_low,0.220588235,0.264705882,0.514705882,Near North Side,428,30528,172,5489,2327,791,113,19,4,32,0,9915000,740000,7870000,0,0.363636364,11,7,1,5495000,3935000,485000,19,14,2
81402,2261,167,221,709,43,1140,957,35,84,354,17,490,114,6,25,45,3,79,36,77270000,3490000,9435000,22655000,0,35580000,29420000,11,25,187,2345000,6325000,130125000,10,1880000,1447,3401,193,112850000,0.664804469,0.049103205,0.064980888,0.208468098,0.01264334,0.335195531,0.661368348,0.024187975,0.05805114,0.244644091,0.011748445,0.338631652,0.590673575,0.031088083,0.129533679,0.233160622,0.015544041,0.409326425,0.186528497,Mixed Com,257.67,UI,not_low,0.049327354,0.112107623,0.838565022,Near North Side,410,13829,179,5648,4910,211,71,108,4,78,3,81200000,1220000,30540000,905000,0.362694301,71,20,17,53235000,21980000,5985000,8,7,9
81403,3761,129,322,1196,50,1697,1189,129,103,273,23,528,118,7,16,63,3,89,47,57760000,3775000,8200000,24955000,345000,37275000,25975000,34,52,164,7180000,12350000,100530000,29,5365000,1717,5458,207,95035000,0.689080249,0.023635031,0.058995969,0.219127886,0.009160865,0.310919751,0.692486896,0.075131043,0.059988352,0.158998253,0.013395457,0.307513104,0.570048309,0.033816425,0.077294686,0.304347826,0.014492754,0.429951691,0.22705314,Mixed Com,189.72,UI,not_low,0.136,0.208,0.656,Near North Side,1159,89200,481,8955,8859,1033,685,100,7,96,4,56700000,2665000,33880000,2440000,0.323671498,69,14,17,38785000,11480000,6435000,10,10,12
81500,1980,71,222,681,12,986,957,41,72,265,3,381,117,3,9,43,5,60,46,58375000,1445000,2945000,15205000,0,19595000,34610000,24,34,156,5950000,8140000,93340000,24,5950000,1338,2966,177,77970000,0.667565745,0.023937964,0.074848281,0.229602158,0.004045853,0.332434255,0.715246637,0.03064275,0.053811659,0.198056801,0.002242152,0.284753363,0.661016949,0.016949153,0.050847458,0.242937853,0.028248588,0.338983051,0.259887006,Mixed Com,238,UI,not_low,0.112149533,0.158878505,0.728971963,Near North Side,1146,81869,447,12232,4502,1006,144,89,4,83,1,51505000,890000,29355000,145000,0.344632768,63,10,16,38645000,6620000,6240000,13,10,8
81600,1872,141,106,493,42,782,551,91,13,297,11,412,118,7,6,31,3,47,36,40500000,2455000,1550000,9415000,0,13420000,12130000,21,42,136,4225000,10570000,51130000,20,4050000,963,2654,165,53920000,0.705350414,0.053127355,0.039939714,0.185757347,0.01582517,0.294649586,0.572170301,0.094496366,0.013499481,0.308411215,0.011422638,0.427829699,0.715151515,0.042424242,0.036363636,0.187878788,0.018181818,0.284848485,0.218181818,Perdom. White,280.87,UI,not_low,0.105527638,0.211055276,0.683417085,Near North Side,533,39735,205,4709,3250,305,148,63,6,91,5,22935000,1820000,28565000,1715000,0.375757576,35,8,20,13635000,3820000,5480000,2,1,3
81700,2027,104,186,402,52,744,534,17,71,141,16,245,124,2,5,45,6,58,29,55490000,570000,2125000,18405000,475000,21575000,11615000,14,57,136,3110000,15345000,69120000,12,2470000,779,2771,182,77065000,0.731504872,0.037531577,0.067123782,0.145073981,0.018765789,0.268495128,0.685494223,0.02182285,0.09114249,0.181001284,0.020539153,0.314505777,0.681318681,0.010989011,0.027472527,0.247252747,0.032967033,0.318681319,0.159340659,Perdom. White,146.3,UI,not_low,0.06763285,0.275362319,0.657004831,Near North Side,1275,124739,449,18313,5781,1345,259,71,3,105,3,36225000,905000,39805000,1645000,0.423076923,41,11,19,21555000,8415000,6255000,6,5,4
81800,5176,221,154,557,108,1040,2359,185,68,399,54,706,580,12,43,109,8,172,153,239840000,5610000,19015000,39695000,455000,64775000,70305000,58,213,625,16130000,60885000,295055000,51,12425000,3065,6216,752,304615000,0.832689833,0.035553411,0.024774775,0.089607465,0.017374517,0.167310167,0.769657423,0.060358891,0.022185971,0.130179445,0.017618271,0.230342577,0.771276596,0.015957447,0.057180851,0.144946809,0.010638298,0.228723404,0.203457447,Perdom. White,221.59,UI,not_low,0.064732143,0.237723214,0.697544643,Near North Side,2630,194505,1011,39569,8065,2215,423,319,21,397,15,156765000,7165000,137405000,5585000,0.328457447,201,43,75,103655000,26545000,26565000,24,20,25
81900,311,108,16,21,0,145,234,0,11,10,0,21,43,2,7,5,0,14,14,23065000,700000,3375000,2915000,0,6990000,7450000,1,10,59,405000,2810000,33905000,0,0,255,456,57,30055000,0.682017544,0.236842105,0.035087719,0.046052632,0,0.317982456,0.917647059,0,0.043137255,0.039215686,0,0.082352941,0.754385965,0.035087719,0.122807018,0.087719298,0,0.245614035,0.245614035,Mixed Com,201.78,UI,not_low,0.014285714,0.142857143,0.842857143,Near North Side,108,3745,46,1853,899,15,26,24,2,29,2,12830000,600000,15805000,820000,0.350877193,11,7,6,5585000,5055000,2190000,0,0,2
90100,1208,9,104,88,16,217,1094,9,56,58,16,139,127,0,16,7,3,26,17,45415000,0,5090000,2375000,0,7465000,5745000,16,52,101,3780000,16720000,38475000,12,3110000,1233,1425,153,52880000,0.847719298,0.006315789,0.072982456,0.061754386,0.01122807,0.152280702,0.887266829,0.00729927,0.04541768,0.04703974,0.01297648,0.112733171,0.830065359,0,0.104575163,0.045751634,0.019607843,0.169934641,0.111111111,Perdom. White,127.29,UI,not_low,0.094674556,0.307692308,0.597633136,Edison Park,127,2646,74,1689,1439,96,75,61,4,84,4,21935000,950000,29410000,1470000,0.320261438,29,3,29,10415000,1725000,9795000,6,5,2
90200,2499,0,157,89,28,274,1974,0,73,36,0,109,236,2,30,9,1,42,30,72580000,910000,8180000,4565000,0,13655000,11020000,84,72,151,13570000,18390000,64935000,67,11235000,2083,2773,278,86235000,0.901190047,0,0.056617382,0.032095204,0.010097367,0.098809953,0.947671627,0,0.035045607,0.017282765,0,0.052328373,0.848920863,0.007194245,0.107913669,0.032374101,0.003597122,0.151079137,0.107913669,Perdom. White,146.89,UI,not_low,0.273615635,0.234527687,0.491856678,Edison Park,339,13032,169,3029,3027,257,532,106,7,162,3,34660000,2105000,48470000,1205000,0.276978417,40,17,49,12910000,6385000,15365000,17,14,10
90300,452,0,7,18,14,39,372,0,4,18,14,36,50,1,12,3,1,17,4,18540000,315000,3970000,1165000,0,5450000,1790000,8,17,45,1950000,5505000,18355000,8,1950000,408,491,67,23990000,0.920570265,0,0.014256619,0.036659878,0.028513238,0.079429735,0.911764706,0,0.009803922,0.044117647,0.034313725,0.088235294,0.746268657,0.014925373,0.179104478,0.044776119,0.014925373,0.253731343,0.059701493,Perdom. White,132.04,UI,not_low,0.114285714,0.242857143,0.642857143,Edison Park,152,12467,53,2695,551,166,43,19,2,45,1,7175000,1110000,15505000,545000,0.358208955,9,2,8,3295000,700000,3180000,4,4,NA
100100,1743,0,329,101,0,430,1095,0,160,77,0,237,112,3,37,22,1,63,25,36150000,1085000,12695000,7350000,445000,21575000,7625000,45,64,91,11025000,21630000,32695000,40,10260000,1332,2173,175,57725000,0.802116889,0,0.15140359,0.046479521,0,0.197883111,0.822072072,0,0.12012012,0.057807808,0,0.177927928,0.64,0.017142857,0.211428571,0.125714286,0.005714286,0.36,0.142857143,Perdom. White,105.79,MI,not_low,0.225,0.32,0.455,Norwood Park,356,10391,192,4055,2220,233,263,57,4,113,1,17805000,1270000,38415000,235000,0.24,23,7,27,6835000,2045000,8925000,12,10,5
100200,2438,61,280,51,57,449,1706,0,189,25,33,247,203,4,62,12,2,80,40,60455000,1200000,18230000,3790000,355000,23575000,13370000,79,111,132,14115000,31605000,51660000,63,11965000,1953,2887,283,84030000,0.844475234,0.0211292,0.096986491,0.017665397,0.019743679,0.155524766,0.873527906,0,0.096774194,0.012800819,0.016897081,0.126472094,0.717314488,0.014134276,0.219081272,0.042402827,0.007067138,0.282685512,0.141342756,Perdom. White,123.29,UI,not_low,0.245341615,0.344720497,0.409937888,Norwood Park,370,22780,192,6706,3481,417,345,87,6,188,2,26415000,1570000,55400000,860000,0.265017668,36,11,40,9700000,3535000,13180000,19,18,5
100300,2309,0,191,100,59,350,1461,0,82,100,32,214,160,1,38,10,2,51,30,58240000,545000,12990000,4180000,0,17715000,12540000,29,58,153,5875000,17660000,65485000,21,4525000,1675,2659,211,75955000,0.868371568,0,0.071831516,0.037608123,0.022188793,0.131628432,0.872238806,0,0.048955224,0.059701493,0.019104478,0.127761194,0.758293839,0.004739336,0.180094787,0.047393365,0.009478673,0.241706161,0.142180095,Perdom. White,121.59,UI,not_low,0.120833333,0.241666667,0.6375,Norwood Park,187,3761,93,1385,2670,51,126,70,5,134,2,26050000,2045000,47990000,710000,0.241706161,26,11,33,9970000,4175000,11905000,6,4,9
100400,1116,0,97,29,9,135,1063,0,97,22,9,128,106,0,31,3,0,34,19,34630000,0,9965000,1185000,0,11150000,6875000,18,61,79,4480000,18955000,28885000,17,4285000,1191,1251,140,45780000,0.892086331,0,0.07753797,0.023181455,0.007194245,0.107913669,0.892527288,0,0.081444165,0.018471872,0.007556675,0.107472712,0.757142857,0,0.221428571,0.021428571,0,0.242857143,0.135714286,Perdom. White,140.58,UI,not_low,0.113924051,0.386075949,0.5,Norwood Park,147,9974,63,2577,1257,121,42,49,2,88,1,16015000,730000,28720000,315000,0.307142857,21,5,23,6465000,1705000,7845000,8,8,1
100500,1838,15,281,78,120,494,1697,15,121,78,66,280,142,1,35,16,2,54,38,45950000,375000,11155000,5060000,285000,16875000,12180000,43,80,110,10265000,24050000,40900000,37,9275000,1977,2332,196,62825000,0.788164666,0.006432247,0.120497427,0.033447684,0.051457976,0.211835334,0.85837127,0.007587253,0.061203844,0.039453718,0.033383915,0.14162873,0.724489796,0.005102041,0.178571429,0.081632653,0.010204082,0.275510204,0.193877551,Perdom. White,142.23,UI,not_low,0.184549356,0.343347639,0.472103004,Norwood Park,270,5981,153,1730,2344,118,76,71,6,117,2,22765000,1910000,37895000,640000,0.239795918,24,11,36,6620000,4505000,11640000,9,9,6
100600,1429,0,273,140,14,427,1177,0,110,122,7,239,104,7,59,15,2,83,28,31490000,2525000,18285000,4865000,0,25675000,8490000,42,79,91,10170000,23105000,32105000,34,8550000,1416,1856,187,57165000,0.769935345,0,0.147090517,0.075431034,0.007543103,0.230064655,0.831214689,0,0.077683616,0.086158192,0.004943503,0.168785311,0.556149733,0.037433155,0.315508021,0.080213904,0.010695187,0.443850267,0.14973262,Perdom. White,120.31,UI,not_low,0.198113208,0.372641509,0.429245283,Norwood Park,283,19978,144,7604,1916,181,110,65,9,111,2,19685000,2525000,34905000,700000,0.245989305,30,9,26,8940000,2615000,8130000,8,6,4
100700,1476,0,293,94,9,396,1318,0,241,65,1,307,113,1,55,23,2,81,25,34135000,125000,16285000,6395000,315000,23120000,7945000,50,91,77,11950000,27115000,26555000,42,10710000,1625,1872,194,57255000,0.788461538,0,0.156517094,0.050213675,0.004807692,0.211538462,0.811076923,0,0.148307692,0.04,6.15E-04,0.188923077,0.582474227,0.005154639,0.283505155,0.118556701,0.010309278,0.417525773,0.128865979,Perdom. White,107.57,MI,not_low,0.229357798,0.417431193,0.353211009,Norwood Park,177,2954,104,1331,1791,40,59,61,4,129,0,17885000,1460000,38625000,0,0.335051546,29,10,22,8345000,2980000,6560000,14,14,4
110100,1637,27,294,115,21,457,1174,0,130,55,0,185,121,2,31,16,5,54,27,42505000,770000,9955000,5350000,1385000,17460000,9135000,32,65,103,8410000,21965000,38795000,27,6855000,1359,2094,175,59965000,0.781757402,0.012893983,0.140401146,0.054918816,0.010028653,0.218242598,0.863870493,0,0.095658572,0.040470935,0,0.136129507,0.691428571,0.011428571,0.177142857,0.091428571,0.028571429,0.308571429,0.154285714,Perdom. White,122.83,UI,not_low,0.16,0.325,0.515,Jefferson Park,336,17463,181,3105,2086,198,240,56,1,114,4,18650000,205000,40240000,1610000,0.314285714,21,5,30,6875000,1925000,9850000,8,8,2
110200,952,0,174,59,0,233,631,0,64,13,0,77,37,2,18,8,0,28,6,12265000,850000,5670000,2680000,0,9200000,2240000,15,35,21,3975000,11605000,8125000,14,3830000,708,1185,65,21465000,0.803375527,0,0.146835443,0.04978903,0,0.196624473,0.891242938,0,0.09039548,0.018361582,0,0.108757062,0.569230769,0.030769231,0.276923077,0.123076923,0,0.430769231,0.092307692,Perdom. White,110.77,MI,not_low,0.211267606,0.492957746,0.295774648,Jefferson Park,257,18968,120,3756,1065,183,128,21,1,43,0,6355000,335000,14775000,0,0.276923077,10,3,8,2850000,1005000,2500000,3,3,3
110300,1407,11,347,131,53,542,1155,11,266,122,36,435,110,8,63,22,8,101,23,32390000,2920000,17585000,6360000,2170000,29035000,7625000,66,87,80,15480000,26415000,27490000,53,12905000,1590,1949,211,61425000,0.721908671,0.00564392,0.178040021,0.067213956,0.027193433,0.278091329,0.726415094,0.006918239,0.167295597,0.07672956,0.022641509,0.273584906,0.521327014,0.037914692,0.298578199,0.104265403,0.037914692,0.478672986,0.109004739,Perdom. White,128.62,UI,not_low,0.283261803,0.373390558,0.343347639,Jefferson Park,222,7627,123,2983,1929,48,103,59,4,144,4,17185000,950000,42550000,1320000,0.298578199,31,7,21,9065000,2215000,5905000,11,11,4
110400,1248,18,455,132,49,654,818,9,174,108,7,298,77,3,40,11,2,56,22,24625000,1315000,13070000,2835000,0,17220000,6200000,41,52,61,7325000,18550000,22355000,27,5605000,1116,1902,133,41845000,0.65615142,0.009463722,0.239221872,0.069400631,0.025762355,0.34384858,0.73297491,0.008064516,0.155913978,0.096774194,0.006272401,0.26702509,0.578947368,0.022556391,0.30075188,0.082706767,0.015037594,0.421052632,0.165413534,Mixed Com,95.45,MI,not_low,0.266233766,0.337662338,0.396103896,Jefferson Park,210,3899,125,2205,1681,74,318,37,5,91,0,12165000,1875000,28365000,0,0.285714286,17,4,16,5745000,1430000,4990000,5,5,3
110501,1129,36,388,209,18,651,904,19,264,133,9,425,71,1,40,18,1,60,23,24745000,475000,12890000,6780000,0,20145000,8085000,18,50,83,4820000,15480000,32185000,16,4410000,1329,1780,131,44890000,0.634269663,0.020224719,0.217977528,0.11741573,0.01011236,0.365730337,0.680210685,0.014296464,0.198645598,0.100075245,0.006772009,0.319789315,0.541984733,0.007633588,0.305343511,0.13740458,0.007633588,0.458015267,0.175572519,Mixed Com,93.42,MI,not_low,0.119205298,0.331125828,0.549668874,Jefferson Park,197,4540,101,2356,1596,59,133,44,6,80,1,15550000,1840000,27380000,325000,0.358778626,21,7,16,7155000,2915000,5480000,7,7,5
110502,1023,51,322,66,59,498,464,28,150,52,24,254,62,3,30,17,0,50,18,17100000,785000,7060000,4635000,0,12480000,5470000,48,29,49,6980000,7665000,19335000,34,5390000,718,1521,112,29580000,0.672583826,0.033530572,0.211702827,0.043392505,0.03879027,0.327416174,0.646239554,0.038997214,0.208913649,0.072423398,0.033426184,0.353760446,0.553571429,0.026785714,0.267857143,0.151785714,0,0.446428571,0.160714286,Mixed Com,75.58,LMI,low_inc,0.380952381,0.23015873,0.388888889,Jefferson Park,242,10082,119,2230,1612,189,404,41,5,64,2,10555000,975000,17550000,500000,0.321428571,23,7,11,6095000,1255000,3205000,32,28,3
120100,1412,12,41,27,8,88,1332,12,30,27,3,72,111,1,19,14,3,37,27,47545000,625000,7825000,5700000,1450000,15600000,13595000,12,33,129,3640000,11355000,61685000,10,2790000,1404,1500,148,63145000,0.941333333,0.008,0.027333333,0.018,0.005333333,0.058666667,0.948717949,0.008547009,0.021367521,0.019230769,0.002136752,0.051282051,0.75,0.006756757,0.128378378,0.094594595,0.02027027,0.25,0.182432432,Perdom. White,187.34,UI,not_low,0.068965517,0.189655172,0.74137931,Forest Glen,191,4628,105,1622,1569,101,43,64,4,76,4,28510000,1600000,30990000,2530000,0.216216216,20,9,35,10030000,3585000,14895000,1,1,5
120200,1408,9,147,135,43,334,1202,5,99,135,38,277,123,1,17,25,2,45,25,51875000,615000,7185000,9925000,0,17725000,11005000,17,38,136,4505000,13220000,62800000,14,3710000,1479,1742,168,69600000,0.808266361,0.005166475,0.084385763,0.07749713,0.024684271,0.191733639,0.812711291,0.003380663,0.06693712,0.09127789,0.025693036,0.187288709,0.732142857,0.005952381,0.101190476,0.148809524,0.011904762,0.267857143,0.148809524,Perdom. White,167.77,UI,not_low,0.089005236,0.19895288,0.712041885,Forest Glen,420,12492,208,4757,1795,316,81,53,6,105,4,21605000,2080000,45215000,1600000,0.339285714,29,6,18,12345000,2290000,6970000,2,2,4
120300,2011,13,169,268,45,495,1980,13,129,245,31,418,157,6,14,29,4,53,44,76145000,2610000,4990000,12405000,0,20005000,22220000,10,38,204,2590000,12410000,103640000,10,2590000,2398,2506,210,96150000,0.802474062,0.00518755,0.067438148,0.106943336,0.017956903,0.197525938,0.825688073,0.005421184,0.053794829,0.102168474,0.01292744,0.174311927,0.747619048,0.028571429,0.066666667,0.138095238,0.019047619,0.252380952,0.20952381,Perdom. White,172.23,UI,not_low,0.03968254,0.150793651,0.80952381,Forest Glen,524,31774,267,9393,2495,263,89,82,3,121,4,42290000,1165000,52535000,1500000,0.266666667,41,14,27,21175000,9850000,11265000,3,3,9
120400,782,0,292,128,24,444,669,0,226,88,18,332,64,5,27,10,0,42,16,24040000,2195000,9455000,3080000,0,14730000,6190000,18,39,64,4710000,13225000,26620000,16,4350000,1001,1226,106,38770000,0.637846656,0,0.23817292,0.104404568,0.019575856,0.362153344,0.668331668,0,0.225774226,0.087912088,0.017982018,0.331668332,0.603773585,0.047169811,0.254716981,0.094339623,0,0.396226415,0.150943396,Mixed Com,138.44,UI,not_low,0.148760331,0.32231405,0.52892562,Forest Glen,218,12135,94,3167,1235,111,111,31,5,68,2,12745000,2065000,23020000,940000,0.254716981,13,3,15,5735000,1195000,5815000,0,0,2
130100,1107,27,133,588,52,800,621,16,72,288,9,385,68,3,7,25,1,36,12,26330000,1145000,1945000,6285000,0,9375000,4400000,35,32,49,9025000,11340000,20135000,29,7765000,1006,1907,104,35705000,0.580492921,0.014158364,0.069743052,0.308337703,0.02726796,0.419507079,0.617296223,0.015904573,0.071570577,0.286282306,0.008946322,0.382703777,0.653846154,0.028846154,0.067307692,0.240384615,0.009615385,0.346153846,0.115384615,Mixed Com,62.7,LMI,low_inc,0.301724138,0.275862069,0.422413793,North Park,564,18516,302,5288,3348,615,105,23,1,79,1,9365000,85000,26255000,395000,0.480769231,7,5,11,2165000,3405000,3795000,12,11,1
130200,439,0,120,68,19,207,359,0,53,61,10,124,32,0,3,12,0,15,6,11730000,0,1065000,4680000,0,5745000,2120000,8,18,27,1650000,6250000,11695000,6,1120000,483,646,47,17475000,0.679566563,0,0.185758514,0.105263158,0.029411765,0.320433437,0.743271222,0,0.109730849,0.126293996,0.020703934,0.256728778,0.680851064,0,0.063829787,0.255319149,0,0.319148936,0.127659574,Mixed Com,129.71,UI,not_low,0.150943396,0.339622642,0.509433962,North Park,179,12440,89,4536,623,127,46,15,0,31,1,5965000,0,11105000,405000,0.489361702,8,0,7,3370000,0,2595000,0,0,NA
130300,876,76,335,402,66,879,385,7,114,243,9,373,33,4,10,22,3,39,16,10495000,1290000,3450000,5960000,0,10700000,5050000,30,19,37,5440000,5845000,14455000,22,4150000,758,1755,72,21195000,0.499145299,0.043304843,0.190883191,0.229059829,0.037606838,0.500854701,0.507915567,0.009234828,0.150395778,0.320580475,0.011873351,0.492084433,0.458333333,0.055555556,0.138888889,0.305555556,0.041666667,0.541666667,0.222222222,Mixed Com,79.63,LMI,low_inc,0.348837209,0.220930233,0.430232558,North Park,270,5137,159,2581,1551,246,463,28,0,43,1,8590000,0,12695000,365000,0.208333333,11,5,12,3035000,1235000,4320000,3,2,4
140100,519,134,347,126,12,619,198,24,56,45,2,127,30,3,8,2,1,14,6,8180000,635000,2300000,540000,0,3475000,1460000,14,13,22,2440000,3215000,7590000,10,1850000,325,1138,44,11655000,0.456063269,0.117750439,0.304920914,0.110720562,0.010544815,0.543936731,0.609230769,0.073846154,0.172307692,0.138461538,0.006153846,0.390769231,0.681818182,0.068181818,0.181818182,0.045454545,0.022727273,0.318181818,0.136363636,Mixed Com,48.59,LMI,not_low,0.285714286,0.265306122,0.448979592,Albany Park,115,2267,65,907,1237,63,346,15,0,29,0,3635000,0,8385000,0,0.454545455,7,3,5,1515000,1045000,1075000,8,7,NA
140200,617,117,679,446,26,1268,253,0,73,56,2,131,58,4,17,11,5,37,14,15640000,970000,3415000,3515000,345000,8245000,3640000,40,31,37,6660000,6805000,14695000,32,5610000,384,1885,95,23885000,0.327320955,0.062068966,0.360212202,0.236604775,0.013793103,0.672679045,0.658854167,0,0.190104167,0.145833333,0.005208333,0.341145833,0.610526316,0.042105263,0.178947368,0.115789474,0.052631579,0.389473684,0.147368421,Mixed Com,59.27,LMI,low_inc,0.37037037,0.287037037,0.342592593,Albany Park,107,2816,61,1067,2029,132,477,31,1,62,1,8285000,285000,15970000,155000,0.357894737,17,5,9,4445000,1665000,2175000,25,22,NA
140301,201,15,368,205,4,592,104,9,138,30,2,179,22,5,11,7,0,23,7,5110000,1085000,2835000,1295000,0,5215000,1605000,20,15,15,3180000,3865000,4605000,10,1760000,283,793,45,10325000,0.253467844,0.018915511,0.46406053,0.25851198,0.005044136,0.746532156,0.367491166,0.03180212,0.487632509,0.106007067,0.007067138,0.632508834,0.488888889,0.111111111,0.244444444,0.155555556,0,0.511111111,0.155555556,Minority Com,67.31,LMI,low_inc,0.4,0.3,0.3,Albany Park,71,666,42,324,891,92,204,20,1,24,0,4350000,85000,5890000,0,0.377777778,12,4,4,2850000,980000,520000,14,13,3
140302,556,73,350,221,78,722,335,21,83,147,7,258,35,2,18,6,5,31,14,9205000,310000,3540000,1620000,145000,5615000,4410000,34,25,21,6270000,6965000,7035000,26,4980000,593,1278,66,14820000,0.435054773,0.057120501,0.273865415,0.172926448,0.061032864,0.564945227,0.564924115,0.035413153,0.139966273,0.247892074,0.011804384,0.435075885,0.53030303,0.03030303,0.272727273,0.090909091,0.075757576,0.46969697,0.212121212,Mixed Com,68.36,LMI,low_inc,0.425,0.3125,0.2625,Albany Park,72,2001,39,494,1365,12,300,21,0,44,1,4845000,0,10710000,305000,0.272727273,8,3,10,1480000,725000,2640000,11,9,2
