tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
670700,0,312,57,0,0,369,0,141,16,0,0,157,0,2,8,0,0,10,0,0,390000,910000,0,0,1300000,0,10,0,0,1300000,0,0,6,920000,157,369,10,1300000,0,0.845528455,0.154471545,0,0,1,0,0.898089172,0.101910828,0,0,1,0,0.2,0.8,0,0,1,0,Minority Com,NA,LMI,NA,1,0,0,West Englewood,41,922,21,486,390,62,47,2,0,8,0,170000,0,1130000,0,0.3,1,0,1,75000,0,95000,1,1,NA
670800,0,507,13,0,0,520,0,166,0,0,0,166,0,5,7,0,1,13,0,0,955000,1105000,0,0,2060000,0,12,1,0,1980000,205000,0,3,635000,166,520,13,2060000,0,0.975,0.025,0,0,1,0,1,0,0,0,1,0,0.384615385,0.538461538,0,0.076923077,1,0,Minority Com,NA,LMI,NA,0.923076923,0.076923077,0,West Englewood,45,1593,24,1076,501,49,72,2,1,10,0,260000,185000,1740000,0,0.384615385,1,1,0,215000,45000,0,2,2,NA
670900,7,375,59,0,36,470,7,149,38,0,0,187,0,12,9,0,3,24,0,0,1720000,1205000,0,0,2925000,0,20,4,0,2670000,720000,0,13,1845000,194,477,24,2925000,0.014675052,0.786163522,0.123689727,0,0.075471698,0.985324948,0.036082474,0.768041237,0.195876289,0,0,0.963917526,0,0.5,0.375,0,0.125,1,0,Minority Com,NA,LMI,NA,0.833333333,0.166666667,0,West Englewood,13,227,7,146,436,32,25,3,2,19,0,475000,170000,2745000,0,0.416666667,2,0,1,350000,0,125000,2,2,NA
671100,0,259,7,0,0,266,0,100,0,0,0,100,0,6,6,0,0,12,2,0,1300000,650000,0,0,1950000,380000,10,4,0,1530000,800000,0,5,1045000,100,266,12,1950000,0,0.973684211,0.026315789,0,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0,1,0.166666667,Minority Com,NA,LMI,NA,0.714285714,0.285714286,0,West Englewood,24,568,5,179,1343,81,47,NA,1,11,0,NA,165000,1785000,0,0.583333333,NA,NA,NA,NA,NA,NA,1,0,NA
671200,27,292,0,0,0,292,13,74,0,0,0,74,1,8,5,0,0,13,1,125000,1460000,815000,0,0,2275000,15000,12,2,1,1760000,460000,195000,8,1370000,87,319,14,2400000,0.084639498,0.915360502,0,0,0,0.915360502,0.149425287,0.850574713,0,0,0,0.850574713,0.071428571,0.571428571,0.357142857,0,0,0.928571429,0.071428571,Minority Com,NA,LMI,NA,0.8,0.133333333,0.066666667,West Englewood,18,310,5,18,350,27,47,2,0,12,0,300000,0,2100000,0,0.428571429,0,1,1,0,175000,125000,1,1,NA
671300,0,641,24,0,0,665,0,288,17,0,0,305,0,8,19,0,0,27,2,0,1650000,2675000,0,0,4325000,200000,23,6,0,3235000,1290000,0,8,1220000,305,665,27,4325000,0,0.963909774,0.036090226,0,0,1,0,0.944262295,0.055737705,0,0,1,0,0.296296296,0.703703704,0,0,1,0.074074074,Minority Com,NA,LMI,NA,0.793103448,0.206896552,0,West Englewood,39,332,21,152,723,27,96,6,3,18,0,770000,355000,3200000,0,0.407407407,2,3,1,320000,375000,75000,6,4,1
671400,0,419,55,0,0,474,0,288,27,0,0,315,1,4,19,0,0,23,0,105000,340000,2905000,0,0,3245000,0,23,1,0,3245000,105000,0,6,1000000,315,474,24,3350000,0,0.883966245,0.116033755,0,0,1,0,0.914285714,0.085714286,0,0,1,0.041666667,0.166666667,0.791666667,0,0,0.958333333,0,Minority Com,NA,LMI,NA,0.958333333,0.041666667,0,West Englewood,33,472,10,137,539,23,50,9,0,15,0,1335000,0,2015000,0,0.458333333,4,2,3,560000,200000,575000,5,5,1
671500,20,757,94,0,17,868,6,365,44,0,4,413,0,12,20,0,0,32,2,0,2520000,2520000,0,0,5040000,130000,28,6,0,3970000,1200000,0,19,2755000,419,888,32,5040000,0.022522523,0.852477477,0.105855856,0,0.019144144,0.977477477,0.014319809,0.871121718,0.105011933,0,0.009546539,0.985680191,0,0.375,0.625,0,0,1,0.0625,Minority Com,NA,LMI,NA,0.823529412,0.176470588,0,West Englewood,36,1057,12,156,917,67,97,2,5,25,0,200000,595000,4245000,0,0.375,2,0,0,200000,0,0,0,0,2
671600,9,658,0,0,0,658,5,145,0,0,0,145,1,11,11,0,1,23,2,175000,1795000,1315000,0,0,3110000,180000,17,8,1,2345000,1140000,115000,10,1490000,150,667,24,3285000,0.013493253,0.986506747,0,0,0,0.986506747,0.033333333,0.966666667,0,0,0,0.966666667,0.041666667,0.458333333,0.458333333,0,0.041666667,0.958333333,0.083333333,Minority Com,NA,LMI,NA,0.653846154,0.307692308,0.038461538,West Englewood,36,972,17,369,748,57,87,5,1,18,0,725000,185000,2510000,0,0.416666667,2,1,2,280000,195000,250000,3,3,NA
671800,0,353,30,0,1,384,0,189,30,0,1,220,0,6,8,0,0,14,1,0,870000,920000,0,0,1790000,145000,12,3,0,1410000,525000,0,7,915000,220,384,14,1790000,0,0.919270833,0.078125,0,0.002604167,1,0,0.859090909,0.136363636,0,0.004545455,1,0,0.428571429,0.571428571,0,0,1,0.071428571,Minority Com,NA,LMI,NA,0.8,0.2,0,West Englewood,21,375,6,194,448,28,21,8,0,6,0,990000,0,800000,0,0.428571429,4,1,3,410000,145000,435000,3,3,2
671900,9,258,23,0,0,281,0,183,23,0,0,206,0,2,4,0,0,6,2,0,530000,610000,0,0,1140000,330000,6,2,0,940000,530000,0,3,535000,206,290,6,1140000,0.031034483,0.889655172,0.079310345,0,0,0.968965517,0,0.888349515,0.111650485,0,0,1,0,0.333333333,0.666666667,0,0,1,0.333333333,Minority Com,NA,LMI,NA,0.75,0.25,0,West Englewood,23,1642,8,73,373,23,17,NA,2,4,0,NA,280000,860000,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
672000,29,944,54,0,67,1065,29,560,25,0,46,631,1,16,66,0,1,83,7,245000,2750000,8040000,0,0,10790000,1045000,87,4,0,11625000,650000,0,34,5440000,660,1094,84,11035000,0.026508227,0.862888483,0.049360146,0,0.061243144,0.973491773,0.043939394,0.848484848,0.037878788,0,0.06969697,0.956060606,0.011904762,0.19047619,0.785714286,0,0.011904762,0.988095238,0.083333333,Minority Com,NA,LMI,NA,0.956043956,0.043956044,0,West Englewood,73,3790,29,354,1192,46,33,13,6,65,0,1745000,670000,8815000,0,0.297619048,2,3,8,440000,385000,920000,9,9,NA
680500,25,419,13,0,0,432,0,150,13,0,0,163,0,12,2,0,0,14,5,0,2750000,290000,0,0,3040000,835000,11,5,3,1995000,1085000,795000,7,1355000,163,457,14,3040000,0.054704595,0.916849015,0.028446389,0,0,0.945295405,0,0.920245399,0.079754601,0,0,1,0,0.857142857,0.142857143,0,0,1,0.357142857,Minority Com,NA,LMI,NA,0.578947368,0.263157895,0.157894737,Englewood,25,228,8,117,545,18,81,3,0,11,0,555000,0,2485000,0,0.5,0,1,2,0,175000,380000,1,1,NA
680600,2,360,0,0,0,360,0,109,0,0,0,109,0,7,4,0,0,11,0,0,1245000,820000,0,0,2065000,0,10,1,0,1840000,225000,0,8,1550000,109,362,11,2065000,0.005524862,0.994475138,0,0,0,0.994475138,0,1,0,0,0,1,0,0.636363636,0.363636364,0,0,1,0,Minority Com,NA,LMI,NA,0.909090909,0.090909091,0,Englewood,13,155,5,86,506,45,122,4,0,7,0,920000,0,1145000,0,0.636363636,1,0,3,115000,0,805000,1,1,NA
680900,18,1748,9,20,0,1777,10,201,0,10,0,211,0,9,3,0,0,12,2,0,2035000,265000,0,0,2300000,510000,11,3,0,2055000,755000,0,8,1700000,221,1795,12,2300000,0.010027855,0.973816156,0.005013928,0.011142061,0,0.989972145,0.045248869,0.909502262,0,0.045248869,0,0.954751131,0,0.75,0.25,0,0,1,0.166666667,Minority Com,NA,LMI,NA,0.785714286,0.214285714,0,Englewood,46,850,14,305,2785,126,333,1,1,10,0,225000,105000,1970000,0,0.583333333,1,0,0,225000,0,0,1,1,NA
681000,12,980,11,0,32,1023,12,277,11,0,7,295,0,27,10,0,0,37,6,0,5575000,1340000,0,0,6915000,840000,24,15,4,3710000,2915000,1130000,12,1810000,307,1035,37,6915000,0.011594203,0.946859903,0.010628019,0,0.030917874,0.988405797,0.039087948,0.90228013,0.035830619,0,0.022801303,0.960912052,0,0.72972973,0.27027027,0,0,1,0.162162162,Minority Com,NA,LMI,NA,0.558139535,0.348837209,0.093023256,Englewood,78,2431,36,1436,1346,74,252,6,0,30,1,1030000,0,5820000,65000,0.27027027,3,1,2,405000,165000,460000,4,4,NA
681100,0,807,37,0,2,846,0,207,12,0,1,220,0,39,7,0,0,46,9,0,7495000,1145000,0,0,8640000,1775000,37,17,1,6805000,3425000,185000,28,5460000,220,846,46,8640000,0,0.953900709,0.043735225,0,0.002364066,1,0,0.940909091,0.054545455,0,0.004545455,1,0,0.847826087,0.152173913,0,0,1,0.195652174,Minority Com,NA,LMI,NA,0.672727273,0.309090909,0.018181818,Englewood,45,1774,16,637,1256,70,251,7,1,38,0,1295000,135000,7210000,0,0.413043478,3,1,3,645000,115000,535000,4,4,NA
681200,0,761,31,0,7,799,0,118,12,0,3,133,0,12,1,0,0,13,0,0,2780000,115000,0,0,2895000,0,7,3,3,1155000,775000,965000,7,1155000,133,799,13,2895000,0,0.952440551,0.038798498,0,0.008760951,1,0,0.887218045,0.090225564,0,0.022556391,1,0,0.923076923,0.076923077,0,0,1,0,Minority Com,NA,LMI,NA,0.538461538,0.230769231,0.230769231,Englewood,48,1592,25,501,1096,87,288,1,0,12,0,205000,0,2690000,0,0.461538462,0,0,1,0,0,205000,NA,NA,NA
681300,0,754,7,8,0,769,0,180,7,8,0,195,0,21,7,0,1,29,2,0,4925000,535000,0,0,5460000,430000,18,7,6,2560000,1615000,2080000,13,1965000,195,769,29,5460000,0,0.980494148,0.009102731,0.010403121,0,1,0,0.923076923,0.035897436,0.041025641,0,1,0,0.724137931,0.24137931,0,0.034482759,1,0.068965517,Minority Com,NA,LMI,NA,0.580645161,0.225806452,0.193548387,Englewood,46,981,21,393,1042,54,286,4,0,24,1,800000,0,4840000,185000,0.482758621,1,1,2,215000,75000,510000,2,2,NA
681400,0,820,13,0,0,833,0,390,0,0,0,390,2,22,18,0,1,41,12,430000,3610000,2010000,0,215000,5835000,2060000,45,7,3,5895000,1675000,755000,21,3275000,390,833,43,6265000,0,0.984393758,0.015606242,0,0,1,0,1,0,0,0,1,0.046511628,0.511627907,0.418604651,0,0.023255814,0.953488372,0.279069767,Minority Com,NA,LMI,NA,0.818181818,0.127272727,0.054545455,Englewood,38,1423,10,64,1102,41,82,7,5,31,0,825000,505000,4935000,0,0.302325581,2,2,3,350000,240000,235000,5,4,NA
690300,0,771,0,0,6,777,0,32,0,0,0,32,0,5,1,0,0,6,3,0,1055000,235000,0,0,1290000,905000,3,5,1,435000,1375000,385000,3,435000,32,777,6,1290000,0,0.992277992,0,0,0.007722008,1,0,1,0,0,0,1,0,0.833333333,0.166666667,0,0,1,0.5,Minority Com,NA,LMI,NA,0.333333333,0.555555556,0.111111111,Greater Grand Crossing,38,785,10,382,880,38,211,2,0,4,0,420000,0,870000,0,0.5,2,0,0,420000,0,0,2,2,NA
690400,0,1320,0,0,10,1330,0,332,0,0,5,337,1,49,5,0,0,54,14,285000,10475000,1025000,0,0,11500000,2850000,43,18,7,8595000,4120000,1605000,30,6490000,337,1330,55,11785000,0,0.992481203,0,0,0.007518797,1,0,0.985163205,0,0,0.014836795,1,0.018181818,0.890909091,0.090909091,0,0,0.981818182,0.254545455,Minority Com,NA,LMI,NA,0.632352941,0.264705882,0.102941176,Greater Grand Crossing,81,3665,23,1380,1668,105,149,15,1,39,0,3445000,205000,8135000,0,0.327272727,4,3,8,1120000,505000,1820000,8,7,1
690500,0,308,0,0,0,308,0,61,0,0,0,61,0,17,0,0,0,17,6,0,4105000,0,0,0,4105000,1400000,10,12,1,2170000,3230000,105000,8,1890000,61,308,17,4105000,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.352941176,Minority Com,39.52,LMI,not_low,0.434782609,0.52173913,0.043478261,Greater Grand Crossing,26,880,10,219,465,45,42,6,0,11,0,1400000,0,2705000,0,0.470588235,1,0,5,135000,0,1265000,2,1,NA
690900,26,1557,0,0,38,1595,8,521,0,0,5,526,3,79,4,0,1,84,10,415000,16275000,830000,0,225000,17330000,1830000,54,37,6,8750000,9595000,1230000,44,7360000,534,1621,87,17745000,0.016039482,0.960518199,0,0,0.02344232,0.983960518,0.014981273,0.975655431,0,0,0.009363296,0.985018727,0.034482759,0.908045977,0.045977011,0,0.011494253,0.965517241,0.114942529,Minority Com,50.45,LMI,low_inc,0.556701031,0.381443299,0.06185567,Greater Grand Crossing,92,998,35,318,1902,122,208,23,0,64,0,4995000,0,12750000,0,0.287356322,9,2,12,1995000,620000,2380000,12,11,NA
691000,0,1012,11,0,0,1023,0,422,0,0,0,422,2,36,0,1,1,38,4,420000,8190000,0,205000,0,8395000,1080000,15,18,11,3315000,4010000,2855000,11,2435000,422,1023,40,8815000,0,0.989247312,0.010752688,0,0,1,0,1,0,0,0,1,0.05,0.9,0,0.025,0.025,0.95,0.1,Minority Com,68.7,LMI,low_inc,0.340909091,0.409090909,0.25,Greater Grand Crossing,94,2782,34,272,1151,84,110,14,1,25,0,3010000,245000,5845000,0,0.325,4,2,8,730000,380000,1900000,7,7,NA
691100,0,1027,28,0,12,1067,0,319,10,0,12,341,1,40,0,1,1,42,11,195000,8320000,0,195000,0,8515000,2215000,34,16,2,5670000,4490000,510000,26,4730000,341,1067,43,8710000,0,0.962511715,0.026241799,0,0.011246485,1,0,0.935483871,0.029325513,0,0.035190616,1,0.023255814,0.930232558,0,0.023255814,0.023255814,0.976744186,0.255813953,Minority Com,33.65,LMI,not_low,0.653846154,0.307692308,0.038461538,Greater Grand Crossing,70,956,28,221,1354,62,365,11,0,32,0,2005000,0,6840000,0,0.279069767,3,3,5,455000,735000,815000,6,5,1
691200,0,1038,0,0,0,1038,0,247,0,0,0,247,1,12,2,0,1,15,7,215000,2840000,380000,0,0,3220000,1185000,13,10,0,2185000,2600000,0,10,1750000,247,1038,16,3435000,0,1,0,0,0,1,0,1,0,0,0,1,0.0625,0.75,0.125,0,0.0625,0.9375,0.4375,Minority Com,50.84,LMI,low_inc,0.565217391,0.434782609,0,Greater Grand Crossing,43,658,13,151,1111,221,197,6,0,10,0,1150000,0,2450000,0,0.5,0,3,3,0,515000,635000,3,3,NA
691300,0,1007,25,0,10,1042,0,443,25,0,10,478,0,37,5,0,1,43,11,0,8415000,875000,0,0,9290000,2305000,24,18,12,4610000,4090000,3050000,17,3355000,478,1042,43,9290000,0,0.966410749,0.023992322,0,0.009596929,1,0,0.926778243,0.052301255,0,0.020920502,1,0,0.860465116,0.11627907,0,0.023255814,1,0.255813953,Minority Com,77.18,LMI,low_inc,0.444444444,0.333333333,0.222222222,Greater Grand Crossing,78,2412,29,879,1065,88,75,17,0,26,0,3695000,0,5750000,0,0.23255814,4,5,8,940000,1165000,1590000,10,10,NA
691400,0,1278,26,2,31,1337,0,585,0,2,11,598,3,77,10,0,2,89,9,675000,13705000,1650000,0,0,15355000,1775000,63,25,11,9775000,4985000,3025000,38,6280000,598,1337,92,16030000,0,0.955871354,0.019446522,0.001495886,0.023186238,1,0,0.97826087,0,0.003344482,0.018394649,1,0.032608696,0.836956522,0.108695652,0,0.02173913,0.967391304,0.097826087,Minority Com,50.68,LMI,low_inc,0.636363636,0.252525253,0.111111111,Greater Grand Crossing,163,5159,66,1055,1501,176,73,24,2,66,0,4380000,230000,11650000,0,0.282608696,14,1,9,2600000,155000,1625000,13,12,3
691500,31,717,22,0,0,739,14,195,0,0,0,195,0,23,4,0,0,27,1,0,4175000,590000,0,0,4765000,275000,18,9,1,3090000,1795000,155000,11,2115000,209,770,27,4765000,0.04025974,0.931168831,0.028571429,0,0,0.95974026,0.066985646,0.933014354,0,0,0,0.933014354,0,0.851851852,0.148148148,0,0,1,0.037037037,Minority Com,38.71,LMI,not_low,0.642857143,0.321428571,0.035714286,Greater Grand Crossing,49,1474,14,866,2152,397,136,8,2,17,0,1170000,200000,3395000,0,0.444444444,5,0,3,625000,0,545000,5,5,NA
700100,37,649,301,3,15,968,0,465,239,3,12,719,0,17,68,0,0,85,4,0,3855000,12910000,0,0,16765000,880000,65,20,4,12485000,4320000,840000,45,8845000,719,1005,85,16765000,0.03681592,0.645771144,0.299502488,0.002985075,0.014925373,0.96318408,0,0.646731572,0.33240612,0.004172462,0.016689847,1,0,0.2,0.8,0,0,1,0.047058824,Minority Com,85.66,MI,not_low,0.730337079,0.224719101,0.04494382,Ashburn,134,7297,61,1561,1056,150,65,23,4,58,0,4615000,720000,11430000,0,0.294117647,10,4,9,2150000,770000,1695000,11,11,NA
700200,306,414,1114,40,18,1586,296,314,993,40,17,1364,5,4,133,0,0,137,10,885000,1060000,26775000,0,0,27835000,1830000,106,38,8,20990000,7880000,1680000,73,14785000,1660,1892,142,28720000,0.161733615,0.218816068,0.588794926,0.021141649,0.009513742,0.838266385,0.178313253,0.189156627,0.598192771,0.024096386,0.010240964,0.821686747,0.035211268,0.028169014,0.936619718,0,0,0.964788732,0.070422535,Minority Com,70.64,LMI,low_inc,0.697368421,0.25,0.052631579,Ashburn,119,4895,49,748,1785,71,50,41,7,94,0,8615000,1355000,18750000,0,0.288732394,12,10,19,2410000,2270000,3935000,23,23,2
700301,486,194,1019,24,15,1252,476,116,889,24,12,1041,12,9,167,1,0,177,10,1990000,2095000,34715000,225000,0,37035000,1430000,135,57,6,26525000,12225000,1470000,95,18925000,1517,1738,189,39025000,0.279631761,0.111622555,0.586306099,0.013808976,0.00863061,0.720368239,0.313777192,0.076466711,0.586025049,0.015820699,0.007910349,0.686222808,0.063492063,0.047619048,0.883597884,0.005291005,0,0.936507937,0.052910053,Minority Com,72.16,LMI,low_inc,0.681818182,0.287878788,0.03030303,Ashburn,108,1697,57,488,1686,62,25,59,18,112,0,12645000,3180000,23200000,0,0.238095238,19,16,24,4115000,3280000,5250000,36,35,2
700302,588,392,789,0,2,1183,565,195,704,0,2,901,7,11,125,1,0,137,16,1485000,3045000,26025000,245000,0,29315000,3390000,96,58,6,19940000,13100000,1150000,71,15445000,1466,1771,144,30800000,0.33201581,0.221343874,0.445511011,0,0.001129305,0.66798419,0.385402456,0.133015007,0.480218281,0,0.001364256,0.614597544,0.048611111,0.076388889,0.868055556,0.006944444,0,0.951388889,0.111111111,Mixed Com,91.03,MI,not_low,0.6,0.3625,0.0375,Ashburn,111,2172,57,782,1775,50,49,38,5,100,1,7970000,975000,21620000,235000,0.284722222,18,7,13,3640000,1525000,2805000,14,14,2
700401,112,1249,432,38,54,1773,103,959,412,38,52,1461,4,30,117,1,0,148,8,560000,7130000,22325000,165000,0,29620000,1520000,104,47,9,19910000,9675000,2115000,62,12530000,1564,1885,152,30180000,0.059416446,0.662599469,0.229177719,0.020159151,0.028647215,0.940583554,0.065856777,0.613171355,0.26342711,0.024296675,0.033248082,0.934143223,0.026315789,0.197368421,0.769736842,0.006578947,0,0.973684211,0.052631579,Minority Com,102.79,MI,not_low,0.65,0.29375,0.05625,Ashburn,158,2665,75,1167,2207,190,80,43,8,101,0,7965000,1320000,20895000,0,0.230263158,15,10,18,2825000,1930000,3210000,16,16,4
700402,203,822,265,0,0,1087,154,685,265,0,0,950,4,29,76,0,0,105,12,690000,6635000,13430000,0,0,20065000,2120000,83,32,6,14305000,7070000,1500000,51,8875000,1104,1290,109,20755000,0.157364341,0.637209302,0.205426357,0,0,0.842635659,0.139492754,0.620471014,0.240036232,0,0,0.860507246,0.036697248,0.266055046,0.697247706,0,0,0.963302752,0.110091743,Minority Com,83.62,MI,not_low,0.685950413,0.26446281,0.049586777,Ashburn,147,3342,62,870,1258,93,11,33,8,68,0,6505000,1370000,12880000,0,0.211009174,11,5,17,2125000,895000,3485000,12,11,1
700501,29,2178,95,29,116,2418,29,1668,72,29,116,1885,3,110,77,1,2,190,17,665000,23070000,15125000,245000,195000,38635000,3445000,121,74,15,23645000,15900000,3375000,87,17715000,1914,2447,193,39300000,0.011851246,0.890069473,0.038823049,0.011851246,0.047404986,0.988148754,0.015151515,0.871473354,0.037617555,0.015151515,0.060606061,0.984848485,0.015544041,0.569948187,0.398963731,0.005181347,0.010362694,0.984455959,0.088082902,Minority Com,103.03,MI,not_low,0.576190476,0.352380952,0.071428571,Ashburn,193,5983,109,3109,2486,175,92,49,4,140,0,9545000,710000,29220000,0,0.191709845,21,6,22,3955000,1270000,4320000,19,18,4
700502,117,854,26,0,27,907,117,818,26,0,27,871,0,46,19,0,0,65,7,0,10530000,3905000,0,0,14435000,1605000,31,31,10,6285000,7205000,2550000,26,5350000,988,1024,65,14435000,0.114257813,0.833984375,0.025390625,0,0.026367188,0.885742188,0.118421053,0.827935223,0.026315789,0,0.027327935,0.881578947,0,0.707692308,0.292307692,0,0,1,0.107692308,Minority Com,135.07,UI,not_low,0.430555556,0.430555556,0.138888889,Ashburn,64,743,29,290,1070,15,43,17,4,44,0,3855000,770000,9810000,0,0.261538462,7,5,5,1635000,1045000,1175000,6,6,NA
710100,0,506,19,0,5,530,0,84,6,0,0,90,1,9,3,0,0,12,3,225000,2175000,555000,0,0,2730000,655000,8,7,1,1590000,1755000,265000,5,1055000,90,530,13,2955000,0,0.954716981,0.035849057,0,0.009433962,1,0,0.933333333,0.066666667,0,0,1,0.076923077,0.692307692,0.230769231,0,0,0.923076923,0.230769231,Minority Com,18.96,LMI,not_low,0.5,0.4375,0.0625,Auburn Gresham,14,281,2,25,522,46,79,NA,0,13,0,NA,0,2955000,0,0.538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA
710200,66,1667,0,0,0,1667,9,547,0,0,0,547,0,66,20,0,0,86,9,0,14000000,2550000,0,0,16550000,1965000,59,30,6,9295000,7540000,1680000,48,7830000,556,1733,86,16550000,0.038084247,0.961915753,0,0,0,0.961915753,0.01618705,0.98381295,0,0,0,0.98381295,0,0.76744186,0.23255814,0,0,1,0.104651163,Minority Com,34.31,LMI,not_low,0.621052632,0.315789474,0.063157895,Auburn Gresham,49,538,16,183,1750,64,162,14,2,70,0,2280000,340000,13930000,0,0.325581395,4,3,7,610000,595000,1075000,8,7,1
710300,0,445,26,0,22,493,0,106,5,0,7,118,0,15,10,1,0,26,1,0,3325000,1690000,395000,0,5410000,245000,13,11,3,2645000,2655000,355000,9,2155000,118,493,26,5410000,0,0.902636917,0.052738337,0,0.044624746,1,0,0.898305085,0.042372881,0,0.059322034,1,0,0.576923077,0.384615385,0.038461538,0,1,0.038461538,Minority Com,35.32,LMI,not_low,0.481481481,0.407407407,0.111111111,Auburn Gresham,20,497,8,282,502,47,125,11,3,12,0,2265000,425000,2720000,0,0.384615385,1,4,6,315000,990000,960000,5,5,NA
710400,16,1840,41,0,7,1888,16,954,41,0,6,1001,1,66,62,0,0,128,13,175000,13940000,10180000,0,0,24120000,2915000,101,35,6,17475000,8175000,1560000,66,12010000,1017,1904,129,24295000,0.008403361,0.966386555,0.021533613,0,0.003676471,0.991596639,0.015732547,0.938053097,0.040314651,0,0.005899705,0.984267453,0.007751938,0.511627907,0.480620155,0,0,0.992248062,0.100775194,Minority Com,51.65,LMI,low_inc,0.711267606,0.246478873,0.042253521,Auburn Gresham,110,1702,35,387,1743,94,235,27,7,93,2,5305000,1095000,17485000,410000,0.279069767,10,8,9,1640000,1580000,2085000,18,17,1
710500,0,1505,50,9,40,1604,0,576,0,0,0,576,0,47,8,0,2,57,7,0,10265000,1690000,0,0,11955000,1705000,35,24,5,6675000,6010000,1385000,30,5980000,576,1604,57,11955000,0,0.938279302,0.03117207,0.005610973,0.024937656,1,0,1,0,0,0,1,0,0.824561404,0.140350877,0,0.035087719,1,0.122807018,Minority Com,39.9,LMI,not_low,0.546875,0.375,0.078125,Auburn Gresham,76,1636,27,189,1369,147,341,8,2,47,0,1520000,290000,10555000,0,0.403508772,2,2,4,330000,440000,750000,5,5,NA
710600,7,644,0,0,20,664,7,194,0,0,9,203,0,26,8,0,0,34,6,0,5140000,1790000,0,0,6930000,1780000,23,12,5,4965000,2840000,905000,19,4205000,210,671,34,6930000,0.010432191,0.95976155,0,0,0.029806259,0.989567809,0.033333333,0.923809524,0,0,0.042857143,0.966666667,0,0.764705882,0.235294118,0,0,1,0.176470588,Minority Com,56.69,LMI,low_inc,0.575,0.3,0.125,Auburn Gresham,20,354,7,42,538,58,155,6,1,27,0,1160000,75000,5695000,0,0.441176471,1,3,2,235000,515000,410000,4,4,1
710700,0,1322,11,0,0,1333,0,412,0,0,0,412,0,31,10,0,0,41,7,0,7135000,2130000,0,0,9265000,1715000,26,17,5,5390000,4155000,1435000,18,4110000,412,1333,41,9265000,0,0.991747937,0.008252063,0,0,1,0,1,0,0,0,1,0,0.756097561,0.243902439,0,0,1,0.170731707,Minority Com,36.94,LMI,not_low,0.541666667,0.354166667,0.104166667,Auburn Gresham,60,649,20,177,1216,91,223,11,2,28,0,2305000,310000,6650000,0,0.243902439,8,1,2,1640000,215000,450000,5,5,3
710800,0,1869,0,48,28,1945,0,530,0,0,0,530,0,92,6,0,3,101,11,0,22390000,1250000,0,345000,23985000,2465000,60,38,14,12810000,10170000,3750000,54,11860000,530,1945,101,23985000,0,0.96092545,0,0.024678663,0.014395887,1,0,1,0,0,0,1,0,0.910891089,0.059405941,0,0.02970297,1,0.108910891,Minority Com,66.1,LMI,low_inc,0.535714286,0.339285714,0.125,Auburn Gresham,107,2779,46,2073,1530,97,181,24,2,75,0,5580000,420000,18265000,0,0.336633663,6,3,15,1490000,615000,3475000,9,8,NA
710900,0,697,41,0,20,758,0,283,24,0,20,327,0,26,4,0,1,31,11,0,4820000,660000,0,0,5480000,2055000,24,12,6,3520000,2780000,1550000,15,2575000,327,758,31,5480000,0,0.919525066,0.05408971,0,0.026385224,1,0,0.865443425,0.073394495,0,0.06116208,1,0,0.838709677,0.129032258,0,0.032258065,1,0.35483871,Minority Com,33.07,LMI,not_low,0.571428571,0.285714286,0.142857143,Auburn Gresham,59,1545,28,488,833,76,72,9,0,22,0,1815000,0,3980000,0,0.387096774,1,4,4,125000,690000,1000000,5,5,1
